,Postal_Code,Color,Station
1773,4821AA,No Info,No Info
1774,4822AA,ROOD,BREDA
1775,4823AA,ROOD,BREDA
1776,4824AA,ROOD,BREDA
1777,4825AA,ROOD,BREDA
1778,4826AA,ROOD,BREDA
1779,4827AA,ROOD,BREDA
1780,4828AA,No Info,No Info
1781,4829AA,No Info,No Info
1782,4830AA,No Info,No Info
1783,4831AA,No Info,No Info
1784,4832AA,No Info,No Info
1785,4833AA,No Info,No Info
1786,4834AA,ROOD,BREDA
1787,4835AA,ROOD,BREDA
1788,4836AA,ROOD,BREDA
1789,4837AA,ROOD,BREDA
1790,4838AA,No Info,No Info
1791,4839AA,No Info,No Info
1792,4840AA,No Info,No Info
1793,4841AA,ROOD,PRINCENHAGE
1794,4842AA,No Info,No Info
1795,4843AA,No Info,No Info
1796,4844AA,ROOD,BREDA
1797,4845AA,No Info,No Info
1798,4846AA,No Info,No Info
1799,4847AA,ROOD,BREDA
1800,4848AA,No Info,No Info
1801,4849AA,No Info,No Info
1802,4850AA,No Info,No Info
1803,4851AA,ROOD,BREDA
1804,4852AA,No Info,No Info
1805,4853AA,No Info,No Info
1806,4854AA,ROOD,BREDA
1807,4855AA,ROOD,BREDA
1808,4856AA,ROOD,BREDA
1809,4857AA,No Info,No Info
1810,4858AA,No Info,No Info
1811,4859AA,ROOD,BREDA
1812,4860AA,No Info,No Info
1813,4861AA,ORANJE,TILBURG ZUID
1814,4862AA,No Info,No Info
1815,4863AA,No Info,No Info
1816,4864AA,No Info,No Info
1817,4865AA,No Info,No Info
1818,4866AA,No Info,No Info
1819,4867AA,No Info,No Info
1820,4868AA,No Info,No Info
1821,4869AA,No Info,No Info
1822,4870AA,No Info,No Info
1823,4871AA,ORANJE,ETTEN LEUR
1824,4872AA,ORANJE,ETTEN LEUR
1825,4873AA,ORANJE,ETTEN LEUR
1826,4874AA,ORANJE,ETTEN LEUR
1827,4875AA,ORANJE,ETTEN LEUR
1828,4876AA,ORANJE,ETTEN LEUR
1829,4877AA,ORANJE,ETTEN LEUR
1830,4878AA,ORANJE,ETTEN LEUR
1831,4879AA,ORANJE,ETTEN LEUR
1832,4880AA,No Info,No Info
1833,4881AA,ORANJE,ETTEN LEUR
1834,4882AA,No Info,No Info
1835,4883AA,No Info,No Info
1836,4884AA,ORANJE,ETTEN LEUR
1837,4885AA,ORANJE,ETTEN LEUR
1838,4886AA,No Info,No Info
1839,4887AA,No Info,No Info
1840,4888AA,No Info,No Info
1841,4889AA,No Info,No Info
1842,4890AA,No Info,No Info
1843,4891AA,ORANJE,ETTEN LEUR
1844,4892AA,No Info,No Info
1845,4893AA,No Info,No Info
1846,4894AA,No Info,No Info
1847,4895AA,No Info,No Info
1848,4896AA,No Info,No Info
1849,4897AA,No Info,No Info
1850,4898AA,No Info,No Info
1851,4899AA,No Info,No Info
1852,4900AA,No Info,No Info
1853,4901AA,ORANJE,OOSTEIND
1854,4902AA,ORANJE,OOSTEIND
1855,4903AA,No Info,No Info
1856,4904AA,ORANJE,OOSTEIND
1857,4905AA,ORANJE,OOSTEIND
1858,4906AA,ORANJE,GEERTRUIDENBERG
1859,4907AA,ORANJE,OOSTEIND
1860,4908AA,ORANJE,OOSTEIND
1861,4909AA,ORANJE,OOSTEIND
1862,4910AA,No Info,No Info
1863,4911AA,ROOD,BREDA
1864,4912AA,No Info,No Info
1865,4913AA,No Info,No Info
1866,4914AA,No Info,No Info
1867,4915AA,No Info,No Info
1868,4916AA,No Info,No Info
1869,4917AA,No Info,No Info
1870,4918AA,No Info,No Info
1871,4919AA,No Info,No Info
1872,4920AA,No Info,No Info
1873,4921AA,ORANJE,GEERTRUIDENBERG
1874,4922AA,No Info,No Info
1875,4923AA,No Info,No Info
1876,4924AA,ORANJE,GEERTRUIDENBERG
1877,4925AA,No Info,No Info
1878,4926AA,ORANJE,MOERDIJK
1879,4927AA,ORANJE,GEERTRUIDENBERG
1880,4928AA,No Info,No Info
1881,4929AA,No Info,No Info
1882,4930AA,No Info,No Info
1883,4931AA,ORANJE,GEERTRUIDENBERG
1884,4932AA,No Info,No Info
1885,4933AA,No Info,No Info
1886,4934AA,No Info,No Info
1887,4935AA,No Info,No Info
1888,4936AA,No Info,No Info
1889,4937AA,No Info,No Info
1890,4938AA,No Info,No Info
1891,4939AA,No Info,No Info
1892,4940AA,No Info,No Info
1893,4941AA,ORANJE,GEERTRUIDENBERG
1894,4942AA,ORANJE,GEERTRUIDENBERG
1895,4943AA,No Info,No Info
1896,4944AA,ORANJE,GEERTRUIDENBERG
1897,4945AA,No Info,No Info
1898,4946AA,No Info,No Info
1899,4947AA,No Info,No Info
1900,4948AA,No Info,No Info
1901,4949AA,No Info,No Info
1902,4950AA,No Info,No Info
1903,4951AA,No Info,No Info
1904,4952AA,No Info,No Info
1905,4953AA,No Info,No Info
1906,4954AA,No Info,No Info
1907,4955AA,No Info,No Info
1908,4956AA,No Info,No Info
1909,4957AA,No Info,No Info
1910,4958AA,No Info,No Info
1911,4959AA,No Info,No Info
1912,4960AA,No Info,No Info
1913,4961AA,No Info,No Info
1914,4962AA,No Info,No Info
1915,4963AA,No Info,No Info
1916,4964AA,No Info,No Info
1917,4965AA,No Info,No Info
1918,4966AA,No Info,No Info
1919,4967AA,No Info,No Info
1920,4968AA,No Info,No Info
1921,4969AA,No Info,No Info
1922,4970AA,No Info,No Info
1923,4971AA,No Info,No Info
1924,4972AA,No Info,No Info
1925,4973AA,No Info,No Info
1926,4974AA,No Info,No Info
1927,4975AA,No Info,No Info
1928,4976AA,No Info,No Info
1929,4977AA,No Info,No Info
1930,4978AA,No Info,No Info
1931,4979AA,No Info,No Info
1932,4980AA,No Info,No Info
1933,4981AA,No Info,No Info
1934,4982AA,No Info,No Info
1935,4983AA,No Info,No Info
1936,4984AA,No Info,No Info
1937,4985AA,No Info,No Info
1938,4986AA,No Info,No Info
1939,4987AA,No Info,No Info
1940,4988AA,No Info,No Info
1941,4989AA,No Info,No Info
1942,4990AA,No Info,No Info
1943,4991AA,No Info,No Info
1944,4992AA,No Info,No Info
1945,4993AA,No Info,No Info
1946,4994AA,No Info,No Info
1947,4995AA,No Info,No Info
1948,4996AA,No Info,No Info
1949,4997AA,No Info,No Info
1950,4998AA,No Info,No Info
1951,4999AA,No Info,No Info
1952,5000AA,No Info,No Info
1953,5001AA,No Info,No Info
1954,5002AA,No Info,No Info
1955,5003AA,No Info,No Info
1956,5004AA,No Info,No Info
1957,5005AA,No Info,No Info
1958,5006AA,No Info,No Info
1959,5007AA,No Info,No Info
1960,5008AA,No Info,No Info
1961,5009AA,No Info,No Info
1962,5010AA,No Info,No Info
1963,5011AA,ORANJE,TILBURG NOORD
1964,5012AA,No Info,No Info
1965,5013AA,ORANJE,TILBURG NOORD
1966,5014AA,ORANJE,TILBURG CENTRUM
1967,5015AA,ORANJE,TILBURG NOORD
1968,5016AA,No Info,No Info
1969,5017AA,ORANJE,TILBURG CENTRUM
1970,5018AA,ORANJE,TILBURG ZUID
1971,5019AA,No Info,No Info
1972,5020AA,No Info,No Info
1973,5021AA,ORANJE,TILBURG ZUID
1974,5022AA,ORANJE,TILBURG ZUID
1975,5023AA,No Info,No Info
1976,5024AA,No Info,No Info
1977,5025AA,ORANJE,TILBURG ZUID
1978,5026AA,No Info,No Info
1979,5027AA,No Info,No Info
1980,5028AA,No Info,No Info
1981,5029AA,No Info,No Info
1982,5030AA,No Info,No Info
1983,5031AA,No Info,No Info
1984,5032AA,ORANJE,TILBURG ZUID
1985,5033AA,No Info,No Info
1986,5034AA,No Info,No Info
1987,5035AA,ORANJE,TILBURG WEST
1988,5036AA,ORANJE,TILBURG WEST
1989,5037AA,ORANJE,TILBURG ZUID
1990,5038AA,ORANJE,TILBURG CENTRUM
1991,5039AA,No Info,No Info
1992,5040AA,No Info,No Info
1993,5041AA,ORANJE,TILBURG CENTRUM
1994,5042AA,ORANJE,TILBURG CENTRUM
1995,5043AA,ORANJE,TILBURG WEST
1996,5044AA,ORANJE,TILBURG WEST
1997,5045AA,ORANJE,TILBURG WEST
1998,5046AA,ORANJE,TILBURG CENTRUM
1999,5047AA,No Info,No Info
2000,5048AA,ORANJE,TILBURG NOORD
2001,5049AA,No Info,No Info
2002,5050AA,No Info,No Info
2003,5051AA,ORANJE,TILBURG ZUID
2004,5052AA,No Info,No Info
2005,5053AA,ORANJE,TILBURG ZUID
2006,5054AA,No Info,No Info
2007,5055AA,No Info,No Info
2008,5056AA,ORANJE,TILBURG NOORD
2009,5057AA,ORANJE,TILBURG NOORD
2010,5058AA,No Info,No Info
2011,5059AA,No Info,No Info
2012,5060AA,No Info,No Info
2013,5061AA,ORANJE,TILBURG NOORD
2014,5062AA,ORANJE,TILBURG NOORD
2015,5063AA,ORANJE,TILBURG NOORD
2016,5064AA,No Info,No Info
2017,5065AA,No Info,No Info
2018,5066AA,ORANJE,TILBURG NOORD
2019,5067AA,No Info,No Info
2020,5068AA,No Info,No Info
2021,5069AA,No Info,No Info
2022,5070AA,No Info,No Info
2023,5071AA,ORANJE,TILBURG NOORD
2024,5072AA,No Info,No Info
2025,5073AA,No Info,No Info
2026,5074AA,No Info,No Info
2027,5075AA,No Info,No Info
2028,5076AA,ORANJE,TILBURG NOORD
2029,5077AA,No Info,No Info
2030,5078AA,No Info,No Info
2031,5079AA,No Info,No Info
2032,5080AA,No Info,No Info
2033,5081AA,ORANJE,TILBURG ZUID
2034,5082AA,No Info,No Info
2035,5083AA,No Info,No Info
2036,5084AA,No Info,No Info
2037,5085AA,No Info,No Info
2038,5086AA,No Info,No Info
2039,5087AA,ORANJE,TILBURG ZUID
2040,5088AA,No Info,No Info
2041,5089AA,No Info,No Info
2042,5090AA,No Info,No Info
2043,5091AA,ORANJE,BEST
2044,5092AA,No Info,No Info
2045,5093AA,No Info,No Info
2046,5094AA,ROOD,HAPERT
2047,5095AA,ROOD,HAPERT
2048,5096AA,No Info,No Info
2049,5097AA,No Info,No Info
2050,5098AA,No Info,No Info
2051,5099AA,No Info,No Info
2052,5100AA,No Info,No Info
2053,5101AA,ORANJE,OOSTEIND
2054,5102AA,ORANJE,OOSTEIND
2055,5103AA,ORANJE,OOSTEIND
2056,5104AA,ORANJE,OOSTEIND
2057,5105AA,ORANJE,OOSTEIND
2058,5106AA,ORANJE,OOSTEIND
2059,5107AA,No Info,No Info
2060,5108AA,No Info,No Info
2061,5109AA,ORANJE,OOSTEIND
2062,5110AA,No Info,No Info
2063,5111AA,ORANJE,TILBURG ZUID
2064,5112AA,No Info,No Info
2065,5113AA,No Info,No Info
2066,5114AA,ORANJE,TILBURG ZUID
2067,5115AA,No Info,No Info
2068,5116AA,No Info,No Info
2069,5117AA,No Info,No Info
2070,5118AA,No Info,No Info
2071,5119AA,No Info,No Info
2072,5120AA,No Info,No Info
2073,5121AA,ORANJE,OOSTEIND
2074,5122AA,No Info,No Info
2075,5123AA,No Info,No Info
2076,5124AA,No Info,No Info
2077,5125AA,No Info,No Info
2078,5126AA,No Info,No Info
2079,5127AA,No Info,No Info
2080,5128AA,No Info,No Info
2081,5129AA,No Info,No Info
2082,5130AA,No Info,No Info
2083,5131AA,ORANJE,TILBURG ZUID
2084,5132AA,No Info,No Info
2085,5133AA,ORANJE,TILBURG ZUID
2086,5134AA,No Info,No Info
2087,5135AA,No Info,No Info
2088,5136AA,No Info,No Info
2089,5137AA,No Info,No Info
2090,5138AA,No Info,No Info
2091,5139AA,No Info,No Info
2092,5140AA,No Info,No Info
2093,5141AA,ROOD,WAALWIJK
2094,5142AA,ROOD,WAALWIJK
2095,5143AA,ROOD,WAALWIJK
2096,5144AA,ROOD,WAALWIJK
2097,5145AA,ROOD,WAALWIJK
2098,5146AA,ROOD,WAALWIJK
2099,5147AA,No Info,No Info
2100,5148AA,No Info,No Info
2101,5149AA,No Info,No Info
2102,5150AA,No Info,No Info
2103,5151AA,ROOD,WAALWIJK
2104,5152AA,No Info,No Info
2105,5153AA,No Info,No Info
2106,5154AA,ROOD,WAALWIJK
2107,5155AA,No Info,No Info
2108,5156AA,ROOD,WAALWIJK
2109,5157AA,No Info,No Info
2110,5158AA,No Info,No Info
2111,5159AA,No Info,No Info
2112,5160AA,No Info,No Info
2113,5161AA,ROOD,WAALWIJK
2114,5162AA,No Info,No Info
2115,5163AA,No Info,No Info
2116,5164AA,No Info,No Info
2117,5165AA,ORANJE,GEERTRUIDENBERG
2118,5166AA,No Info,No Info
2119,5167AA,No Info,No Info
2120,5168AA,No Info,No Info
2121,5169AA,No Info,No Info
2122,5170AA,No Info,No Info
2123,5171AA,ORANJE,TILBURG NOORD
2124,5172AA,ORANJE,TILBURG NOORD
2125,5173AA,No Info,No Info
2126,5174AA,No Info,No Info
2127,5175AA,ORANJE,TILBURG NOORD
2128,5176AA,No Info,No Info
2129,5177AA,No Info,No Info
2130,5178AA,No Info,No Info
2131,5179AA,No Info,No Info
2132,5180AA,No Info,No Info
2133,5181AA,No Info,No Info
2134,5182AA,No Info,No Info
2135,5183AA,No Info,No Info
2136,5184AA,No Info,No Info
2137,5185AA,No Info,No Info
2138,5186AA,No Info,No Info
2139,5187AA,No Info,No Info
2140,5188AA,No Info,No Info
2141,5189AA,No Info,No Info
2142,5190AA,No Info,No Info
2143,5191AA,No Info,No Info
2144,5192AA,No Info,No Info
2145,5193AA,No Info,No Info
2146,5194AA,No Info,No Info
2147,5195AA,No Info,No Info
2148,5196AA,No Info,No Info
2149,5197AA,No Info,No Info
2150,5198AA,No Info,No Info
2151,5199AA,No Info,No Info
2152,5200AA,No Info,No Info
2153,5201AA,No Info,No Info
2154,5202AA,No Info,No Info
2155,5203AA,No Info,No Info
2156,5204AA,No Info,No Info
2157,5205AA,No Info,No Info
2158,5206AA,No Info,No Info
2159,5207AA,No Info,No Info
2160,5208AA,No Info,No Info
2161,5209AA,No Info,No Info
2162,5210AA,No Info,No Info
2163,5211AA,GEEL,S-HERTOGENBOSCH NOORD
2164,5212AA,GEEL,S-HERTOGENBOSCH NOORD
2165,5213AA,GEEL,S-HERTOGENBOSCH NOORD
2166,5214AA,No Info,No Info
2167,5215AA,GEEL,S-HERTOGENBOSCH NOORD
2168,5216AA,GEEL,S-HERTOGENBOSCH NOORD
2169,5217AA,No Info,No Info
2170,5218AA,No Info,No Info
2171,5219AA,No Info,No Info
2172,5220AA,No Info,No Info
2173,5221AA,ORANJE,S-HERTOGENBOSCH WEST
2174,5222AA,GEEL,S-HERTOGENBOSCH NOORD
2175,5223AA,GEEL,S-HERTOGENBOSCH NOORD
2176,5224AA,ORANJE,S-HERTOGENBOSCH WEST
2177,5225AA,No Info,No Info
2178,5226AA,No Info,No Info
2179,5227AA,No Info,No Info
2180,5228AA,No Info,No Info
2181,5229AA,No Info,No Info
2182,5230AA,No Info,No Info
2183,5231AA,GEEL,S-HERTOGENBOSCH NOORD
2184,5232AA,GEEL,S-HERTOGENBOSCH NOORD
2185,5233AA,No Info,No Info
2186,5234AA,No Info,No Info
2187,5235AA,GEEL,S-HERTOGENBOSCH NOORD
2188,5236AA,GEEL,S-HERTOGENBOSCH NOORD
2189,5237AA,No Info,No Info
2190,5238AA,No Info,No Info
2191,5239AA,No Info,No Info
2192,5240AA,No Info,No Info
2193,5241AA,GEEL,S-HERTOGENBOSCH NOORD
2194,5242AA,GEEL,S-HERTOGENBOSCH NOORD
2195,5243AA,No Info,No Info
2196,5244AA,No Info,No Info
2197,5245AA,GEEL,S-HERTOGENBOSCH NOORD
2198,5246AA,GEEL,S-HERTOGENBOSCH NOORD
2199,5247AA,No Info,No Info
2200,5248AA,GEEL,S-HERTOGENBOSCH NOORD
2201,5249AA,No Info,No Info
2202,5250AA,No Info,No Info
2203,5251AA,ORANJE,S-HERTOGENBOSCH WEST
2204,5252AA,ORANJE,S-HERTOGENBOSCH WEST
2205,5253AA,ORANJE,S-HERTOGENBOSCH WEST
2206,5254AA,No Info,No Info
2207,5255AA,No Info,No Info
2208,5256AA,No Info,No Info
2209,5257AA,No Info,No Info
2210,5258AA,GEEL,S-HERTOGENBOSCH NOORD
2211,5259AA,No Info,No Info
2212,5260AA,No Info,No Info
2213,5261AA,GEEL,S-HERTOGENBOSCH NOORD
2214,5262AA,GEEL,S-HERTOGENBOSCH NOORD
2215,5263AA,GEEL,S-HERTOGENBOSCH NOORD
2216,5264AA,No Info,No Info
2217,5265AA,No Info,No Info
2218,5266AA,ORANJE,TILBURG NOORD
2219,5267AA,No Info,No Info
2220,5268AA,ORANJE,TILBURG NOORD
2221,5269AA,No Info,No Info
2222,5270AA,No Info,No Info
2223,5271AA,GEEL,S-HERTOGENBOSCH NOORD
2224,5272AA,No Info,No Info
2225,5273AA,No Info,No Info
2226,5274AA,No Info,No Info
2227,5275AA,GEEL,S-HERTOGENBOSCH NOORD
2228,5276AA,No Info,No Info
2229,5277AA,No Info,No Info
2230,5278AA,No Info,No Info
2231,5279AA,No Info,No Info
2232,5280AA,No Info,No Info
2233,5281AA,ROOD,BOXTEL
2234,5282AA,No Info,No Info
2235,5283AA,No Info,No Info
2236,5284AA,No Info,No Info
2237,5285AA,No Info,No Info
2238,5286AA,No Info,No Info
2239,5287AA,No Info,No Info
2240,5288AA,No Info,No Info
2241,5289AA,No Info,No Info
2242,5290AA,No Info,No Info
2243,5291AA,ROOD,BOXTEL
2244,5292AA,No Info,No Info
2245,5293AA,ROOD,BOXTEL
2246,5294AA,ROOD,BOXTEL
2247,5295AA,No Info,No Info
2248,5296AA,No Info,No Info
2249,5297AA,No Info,No Info
2250,5298AA,ROOD,BOXTEL
2251,5300AA,No Info,No Info
2252,5301AA,No Info,No Info
2253,5302AA,No Info,No Info
2254,5303AA,No Info,No Info
2255,5304AA,No Info,No Info
2256,5305AA,No Info,No Info
2257,5306AA,No Info,No Info
2258,5307AA,No Info,No Info
2259,5308AA,No Info,No Info
2260,5309AA,No Info,No Info
2261,5310AA,No Info,No Info
2262,5311AA,No Info,No Info
2263,5312AA,No Info,No Info
2264,5313AA,No Info,No Info
2265,5314AA,No Info,No Info
2266,5315AA,No Info,No Info
2267,5316AA,No Info,No Info
2268,5317AA,No Info,No Info
2269,5318AA,No Info,No Info
2270,5319AA,No Info,No Info
2271,5320AA,No Info,No Info
2272,5321AA,No Info,No Info
2273,5322AA,No Info,No Info
2274,5323AA,No Info,No Info
2275,5324AA,No Info,No Info
2276,5325AA,No Info,No Info
2277,5326AA,No Info,No Info
2278,5327AA,No Info,No Info
2279,5328AA,No Info,No Info
2280,5329AA,No Info,No Info
2281,5330AA,No Info,No Info
2282,5331AA,No Info,No Info
2283,5332AA,No Info,No Info
2284,5333AA,No Info,No Info
2285,5334AA,No Info,No Info
2286,5340AA,No Info,No Info
2287,5341AA,GEEL,OSS
2288,5342AA,No Info,No Info
2289,5343AA,GEEL,OSS
2290,5344AA,GEEL,OSS
2291,5345AA,GEEL,OSS
2292,5346AA,No Info,No Info
2293,5347AA,No Info,No Info
2294,5348AA,GEEL,OSS
2295,5349AA,GEEL,OSS
2296,5350AA,No Info,No Info
2297,5351AA,GEEL,OSS
2298,5352AA,No Info,No Info
2299,5353AA,No Info,No Info
2300,5354AA,No Info,No Info
2301,5355AA,No Info,No Info
2302,5356AA,No Info,No Info
2303,5357AA,No Info,No Info
2304,5358AA,No Info,No Info
2305,5359AA,No Info,No Info
2306,5360AA,No Info,No Info
2307,5361AA,ROOD,UDEN
2308,5362AA,No Info,No Info
2309,5363AA,No Info,No Info
2310,5364AA,No Info,No Info
2311,5365AA,No Info,No Info
2312,5366AA,GEEL,OSS
2313,5367AA,GEEL,OSS
2314,5368AA,GEEL,OSS
2315,5369AA,No Info,No Info
2316,5370AA,No Info,No Info
2317,5371AA,GEEL,OSS
2318,5372AA,No Info,No Info
2319,5373AA,GEEL,OSS
2320,5374AA,ROOD,UDEN
2321,5375AA,ROOD,UDEN
2322,5376AA,No Info,No Info
2323,5377AA,No Info,No Info
2324,5378AA,No Info,No Info
2325,5379AA,No Info,No Info
2326,5380AA,No Info,No Info
2327,5381AA,No Info,No Info
2328,5382AA,No Info,No Info
2329,5383AA,No Info,No Info
2330,5384AA,GEEL,OSS
2331,5385AA,No Info,No Info
2332,5386AA,GEEL,OSS
2333,5387AA,No Info,No Info
2334,5388AA,ROOD,UDEN
2335,5389AA,No Info,No Info
2336,5390AA,No Info,No Info
2337,5391AA,GEEL,S-HERTOGENBOSCH NOORD
2338,5392AA,No Info,No Info
2339,5393AA,No Info,No Info
2340,5394AA,GEEL,OSS
2341,5395AA,No Info,No Info
2342,5396AA,No Info,No Info
2343,5397AA,GEEL,OSS
2344,5398AA,No Info,No Info
2345,5399AA,No Info,No Info
2346,5400AA,No Info,No Info
2347,5401AA,ROOD,UDEN
2348,5402AA,ROOD,UDEN
2349,5403AA,ROOD,UDEN
2350,5404AA,No Info,No Info
2351,5405AA,ROOD,UDEN
2352,5406AA,ROOD,UDEN
2353,5407AA,No Info,No Info
2354,5408AA,ROOD,UDEN
2355,5409AA,ROOD,UDEN
2356,5410AA,No Info,No Info
2357,5411AA,ROOD,UDEN
2358,5412AA,No Info,No Info
2359,5413AA,No Info,No Info
2360,5414AA,No Info,No Info
2361,5415AA,No Info,No Info
2362,5416AA,No Info,No Info
2363,5417AA,No Info,No Info
2364,5418AA,No Info,No Info
2365,5419AA,No Info,No Info
2366,5420AA,No Info,No Info
2367,5421AA,ROOD,AARLE-RIXTEL
2368,5422AA,ROOD,AARLE-RIXTEL
2369,5423AA,No Info,No Info
2370,5424AA,No Info,No Info
2371,5425AA,No Info,No Info
2372,5426AA,No Info,No Info
2373,5427AA,ROOD,UDEN
2374,5428AA,No Info,No Info
2375,5429AA,No Info,No Info
2376,5430AA,No Info,No Info
2377,5431AA,ROOD,HAPS
2378,5432AA,GEEL,CUIJK
2379,5433AA,ROOD,HAPS
2380,5434AA,No Info,No Info
2381,5435AA,No Info,No Info
2382,5436AA,No Info,No Info
2383,5437AA,ROOD,HAPS
2384,5438AA,ROOD,UDEN
2385,5439AA,No Info,No Info
2386,5440AA,No Info,No Info
2387,5441AA,ROOD,HAPS
2388,5442AA,No Info,No Info
2389,5443AA,ROOD,HAPS
2390,5444AA,No Info,No Info
2391,5445AA,ROOD,HAPS
2392,5446AA,ROOD,HAPS
2393,5447AA,ROOD,HAPS
2394,5448AA,No Info,No Info
2395,5449AA,ROOD,HAPS
2396,5450AA,No Info,No Info
2397,5451AA,ROOD,HAPS
2398,5452AA,No Info,No Info
2399,5453AA,No Info,No Info
2400,5454AA,No Info,No Info
2401,5455AA,No Info,No Info
2402,5456AA,No Info,No Info
2403,5457AA,No Info,No Info
2404,5458AA,No Info,No Info
2405,5459AA,No Info,No Info
2406,5460AA,No Info,No Info
2407,5461AA,ORANJE,EERDE
2408,5462AA,No Info,No Info
2409,5463AA,ORANJE,EERDE
2410,5464AA,No Info,No Info
2411,5465AA,No Info,No Info
2412,5466AA,ORANJE,EERDE
2413,5467AA,ORANJE,EERDE
2414,5468AA,No Info,No Info
2415,5469AA,ROOD,UDEN
2416,5470AA,No Info,No Info
2417,5471AA,No Info,No Info
2418,5472AA,No Info,No Info
2419,5473AA,ORANJE,EERDE
2420,5474AA,No Info,No Info
2421,5475AA,No Info,No Info
2422,5476AA,No Info,No Info
2423,5477AA,No Info,No Info
2424,5478AA,No Info,No Info
2425,5479AA,No Info,No Info
2426,5480AA,No Info,No Info
2427,5481AA,ORANJE,EERDE
2428,5482AA,ORANJE,EERDE
2429,5483AA,No Info,No Info
2430,5484AA,No Info,No Info
2431,5485AA,No Info,No Info
2432,5486AA,No Info,No Info
2433,5487AA,No Info,No Info
2434,5488AA,No Info,No Info
2435,5489AA,No Info,No Info
2436,5490AA,No Info,No Info
2437,5491AA,ORANJE,EERDE
2438,5492AA,ORANJE,EERDE
2439,5493AA,No Info,No Info
2440,5494AA,No Info,No Info
2441,5495AA,No Info,No Info
2442,5496AA,No Info,No Info
2443,5497AA,No Info,No Info
2444,5498AA,No Info,No Info
2445,5499AA,No Info,No Info
2446,5500AA,No Info,No Info
2447,5501AA,ORANJE,EINDHOVEN WEST
2448,5502AA,ORANJE,EINDHOVEN WEST
2449,5503AA,No Info,No Info
2450,5504AA,ORANJE,EINDHOVEN WEST
2451,5505AA,ORANJE,EINDHOVEN WEST
2452,5506AA,ORANJE,EINDHOVEN WEST
2453,5507AA,No Info,No Info
2454,5508AA,ORANJE,EINDHOVEN WEST
2455,5509AA,ORANJE,EINDHOVEN WEST
2456,5510AA,No Info,No Info
2457,5511AA,ROOD,HAPERT
2458,5512AA,ROOD,HAPERT
2459,5513AA,ROOD,HAPERT
2460,5514AA,No Info,No Info
2461,5515AA,No Info,No Info
2462,5516AA,No Info,No Info
2463,5517AA,No Info,No Info
2464,5518AA,No Info,No Info
2465,5519AA,No Info,No Info
2466,5520AA,No Info,No Info
2467,5521AA,ROOD,HAPERT
2468,5522AA,No Info,No Info
2469,5523AA,No Info,No Info
2470,5524AA,ROOD,HAPERT
2471,5525AA,ROOD,HAPERT
2472,5526AA,No Info,No Info
2473,5527AA,ROOD,HAPERT
2474,5528AA,ROOD,HAPERT
2475,5529AA,ROOD,HAPERT
2476,5530AA,No Info,No Info
2477,5531AA,ROOD,HAPERT
2478,5532AA,No Info,No Info
2479,5533AA,No Info,No Info
2480,5534AA,ROOD,HAPERT
2481,5535AA,No Info,No Info
2482,5536AA,No Info,No Info
2483,5537AA,No Info,No Info
2484,5538AA,No Info,No Info
2485,5539AA,No Info,No Info
2486,5540AA,No Info,No Info
2487,5541AA,ROOD,HAPERT
2488,5542AA,No Info,No Info
2489,5543AA,No Info,No Info
2490,5544AA,No Info,No Info
2491,5545AA,No Info,No Info
2492,5546AA,No Info,No Info
2493,5547AA,No Info,No Info
2494,5548AA,No Info,No Info
2495,5549AA,No Info,No Info
2496,5550AA,No Info,No Info
2497,5551AA,GEEL,EINDHOVEN ZUID
2498,5552AA,GEEL,EINDHOVEN ZUID
2499,5553AA,GEEL,EINDHOVEN ZUID
2500,5554AA,GEEL,EINDHOVEN ZUID
2501,5555AA,GEEL,EINDHOVEN ZUID
2502,5556AA,No Info,No Info
2503,5557AA,No Info,No Info
2504,5558AA,No Info,No Info
2505,5559AA,No Info,No Info
2506,5560AA,No Info,No Info
2507,5561AA,ROOD,HAPERT
2508,5562AA,No Info,No Info
2509,5563AA,GEEL,EINDHOVEN ZUID
2510,5564AA,No Info,No Info
2511,5565AA,No Info,No Info
2512,5566AA,No Info,No Info
2513,5567AA,No Info,No Info
2514,5568AA,No Info,No Info
2515,5569AA,No Info,No Info
2516,5570AA,No Info,No Info
2517,5571AA,ROOD,HAPERT
2518,5572AA,No Info,No Info
2519,5573AA,No Info,No Info
2520,5574AA,No Info,No Info
2521,5575AA,ROOD,HAPERT
2522,5576AA,No Info,No Info
2523,5577AA,No Info,No Info
2524,5578AA,No Info,No Info
2525,5579AA,No Info,No Info
2526,5580AA,No Info,No Info
2527,5581AA,GEEL,EINDHOVEN ZUID
2528,5582AA,GEEL,EINDHOVEN ZUID
2529,5583AA,GEEL,EINDHOVEN ZUID
2530,5584AA,No Info,No Info
2531,5585AA,No Info,No Info
2532,5586AA,No Info,No Info
2533,5587AA,No Info,No Info
2534,5588AA,No Info,No Info
2535,5589AA,No Info,No Info
2536,5590AA,No Info,No Info
2537,5591AA,ROOD,Maarheeze
2538,5592AA,No Info,No Info
2539,5593AA,No Info,No Info
2540,5594AA,No Info,No Info
2541,5595AA,ROOD,Maarheeze
2542,5596AA,No Info,No Info
2543,5597AA,No Info,No Info
2544,5598AA,No Info,No Info
2545,5599AA,No Info,No Info
2546,5600AA,No Info,No Info
2547,5601AA,No Info,No Info
2548,5602AA,No Info,No Info
2549,5603AA,No Info,No Info
2550,5604AA,No Info,No Info
2551,5605AA,No Info,No Info
